AccountLength,Location,AddtoWishlist,DesktopSessions,AppSessions,DesktopTransactions,TotalProductDetailViews,SessionDuration,PromotionClicks,AvgOrderValue,SaleProductViews,DiscountRatePerVisitedProducts,ProductDetailViewPerAppSession,AppTransactions,AddToCartPerSession,CustomerServiceCalls,Churn
80,408,31,166,28,20,92,238,74,151,84,7,11,4,3,4,0
131,415,28,250,42,19,87,227,138,240,92,11,8,3,2,3,0
36,510,0,179,30,18,83,213,103,198,119,9,11,5,3,1,0
180,510,0,139,24,19,96,225,64,171,118,8,16,5,4,2,0
25,415,0,134,23,17,98,202,109,196,100,9,13,5,3,2,0
113,415,0,216,37,20,93,240,85,157,123,7,5,5,1,3,0
88,415,31,182,31,18,91,213,120,208,104,9,11,4,3,1,0
120,415,0,178,30,14,97,168,113,121,93,5,9,9,3,1,0
74,415,0,106,18,12,84,140,104,91,81,4,11,3,3,1,0
109,510,0,171,29,20,101,240,82,119,112,5,11,4,3,2,0
162,510,33,185,31,16,139,183,78,127,106,6,12,6,3,0,0
124,510,37,161,27,17,109,204,79,232,87,10,9,4,2,1,0
177,408,0,85,14,22,77,258,109,211,66,9,8,5,2,2,0
91,510,0,218,37,20,71,230,116,232,110,10,11,2,3,1,0
105,408,0,271,46,19,98,226,110,179,60,8,9,5,2,0,1
24,510,0,243,41,16,91,184,77,184,109,8,15,6,4,0,1
48,510,0,128,22,4,71,48,78,116,80,5,9,3,2,0,0
86,408,0,126,21,14,115,169,112,155,95,7,10,7,3,2,0
163,510,0,179,30,18,56,216,79,153,84,7,11,2,3,4,0
91,510,0,159,27,22,109,255,142,82,73,4,10,4,3,0,0
56,510,0,151,26,14,79,162,87,168,115,8,12,5,3,3,0
147,415,24,220,37,18,118,209,116,353,111,16,8,4,2,3,0
64,415,0,168,29,16,116,192,94,167,98,7,10,3,3,2,0
108,510,34,162,28,15,83,172,117,260,76,12,10,3,3,4,1
159,510,0,199,34,17,107,196,91,213,120,10,17,7,4,5,0
136,510,0,257,44,20,90,230,104,144,82,6,9,10,2,3,0
116,415,35,183,31,18,122,213,119,194,103,9,11,2,3,1,0
45,408,38,197,33,22,92,254,108,262,85,12,8,2,2,1,0
122,415,0,140,24,20,120,231,128,188,127,8,11,5,3,2,0
138,415,0,194,33,16,83,190,97,232,102,10,9,3,2,5,0
132,415,0,118,20,18,66,214,108,240,94,11,9,5,2,1,0
101,415,0,194,33,16,108,187,98,223,100,10,12,8,3,0,0
58,510,0,243,41,20,105,231,108,181,120,8,8,4,2,2,0
81,415,0,145,25,11,132,129,91,186,109,8,5,4,1,1,0
87,415,0,169,29,14,105,170,102,245,106,11,10,10,3,3,0
116,510,0,229,39,16,93,185,111,168,91,8,9,3,2,2,0
85,415,0,197,34,18,97,212,115,210,133,9,8,4,2,4,0
62,510,33,186,32,17,84,201,136,287,103,13,11,3,3,2,1
90,415,0,76,13,25,121,290,73,237,89,11,11,3,3,0,0
98,415,0,163,28,16,65,185,109,220,104,10,6,3,2,2,0
73,415,0,182,31,17,115,199,97,120,113,5,18,5,5,1,0
107,510,0,194,33,21,83,248,84,245,93,11,11,7,3,2,0
55,408,20,189,32,10,95,119,113,250,102,11,13,4,3,2,0
76,415,22,160,27,14,107,169,136,23,102,1,10,4,3,3,0
30,510,0,145,25,20,76,241,112,197,134,9,7,4,2,3,0
157,415,0,221,38,10,105,119,127,165,113,7,12,7,3,4,0
40,408,31,225,38,11,69,135,81,120,104,5,8,5,2,1,1
72,408,0,147,25,14,79,162,103,163,80,7,11,4,3,1,0
95,415,39,261,44,18,130,213,111,196,97,9,10,5,3,1,0
42,415,0,155,26,14,127,164,45,158,128,7,9,3,2,0,0
86,415,0,166,28,22,112,255,81,228,97,10,5,7,1,1,0
131,415,0,212,36,22,115,261,102,144,96,6,11,7,3,0,0
55,510,45,131,22,18,114,208,94,142,114,6,11,5,3,4,1
74,415,0,163,28,25,102,292,105,183,80,8,9,6,2,0,0
81,408,37,237,40,22,76,264,125,271,120,12,8,3,2,1,0
81,408,0,166,28,19,102,218,112,220,68,10,13,2,4,4,0
28,415,0,122,21,11,48,126,112,262,122,12,8,2,2,6,1
111,510,0,176,30,17,62,201,124,150,138,7,11,2,3,0,0
3,510,27,67,11,21,116,244,78,281,93,13,11,2,3,2,0
51,415,0,230,39,29,129,336,104,193,128,9,10,1,3,1,1
68,415,24,176,30,24,118,278,116,175,71,8,15,7,4,1,0
163,408,0,248,42,23,77,270,108,167,82,8,10,7,3,0,1
87,510,0,115,20,22,90,263,68,246,69,11,13,5,4,2,0
58,510,0,112,19,18,95,210,108,261,78,12,14,1,4,0,1
109,408,0,163,28,13,138,154,109,210,118,9,12,4,3,0,0
111,415,0,229,39,18,107,214,99,290,95,13,10,6,3,4,0
144,415,0,140,24,11,96,124,93,96,75,4,15,4,4,2,0
135,415,0,264,45,21,66,251,116,200,112,9,8,2,2,5,1
109,415,46,218,37,20,123,234,84,164,99,7,9,3,2,4,0
107,415,14,114,19,17,132,200,91,195,74,9,8,8,2,1,0
149,408,0,196,33,12,108,137,96,155,87,7,8,3,2,2,0
56,510,0,253,43,16,95,188,116,142,133,6,4,4,1,1,0
129,408,0,98,17,20,99,241,62,255,123,11,11,4,3,0,0
92,408,0,249,42,18,118,212,95,169,116,8,9,3,2,0,0
67,415,30,130,22,20,107,233,104,297,93,13,15,5,4,1,0
120,415,0,221,38,23,106,268,98,112,80,5,9,7,3,0,0
166,415,0,221,38,15,106,178,118,206,102,9,12,9,3,1,0
66,408,0,88,15,22,76,262,111,185,125,8,9,5,2,1,0
76,408,0,204,35,14,61,162,127,176,97,8,8,3,2,0,0
79,415,0,214,36,20,110,235,121,230,157,10,9,3,2,2,0
98,415,31,182,31,19,112,221,100,236,121,11,13,4,3,2,0
141,510,22,215,37,28,123,329,98,161,89,7,8,6,2,1,0
49,415,0,266,45,18,90,208,117,205,98,9,14,2,4,2,1
46,510,0,199,34,15,111,175,83,211,84,9,10,2,3,3,0
137,415,0,115,20,12,130,138,83,224,61,10,7,4,2,3,0
171,408,0,271,46,20,69,230,112,136,111,6,10,5,3,1,1
10,415,0,222,38,13,127,153,125,227,80,10,13,4,3,1,0
88,510,0,62,11,22,78,263,114,213,110,10,9,2,2,3,0
89,415,0,141,24,21,92,249,126,136,73,6,11,2,3,2,0
82,415,0,189,32,16,81,184,117,256,83,12,11,5,3,3,1
139,510,0,196,33,16,135,186,146,153,92,7,10,1,3,3,0
87,415,0,172,29,17,119,205,107,171,114,8,14,4,4,0,0
137,415,0,174,30,14,123,161,115,261,98,12,11,3,3,2,0
45,510,0,79,13,16,106,187,110,184,111,8,7,5,2,1,1
90,415,0,201,34,14,92,164,91,249,98,11,9,7,2,1,0
103,415,0,141,24,22,123,254,87,216,96,10,6,2,2,1,0
100,415,0,236,40,15,130,176,69,64,122,3,7,1,2,2,0
110,510,0,185,31,14,100,165,88,112,104,5,6,4,2,3,0
124,415,0,254,43,7,113,79,104,153,69,7,12,2,3,2,0
10,510,0,183,31,18,103,215,77,206,73,9,9,6,2,2,0
89,415,29,164,28,23,80,275,136,382,147,17,8,5,2,2,0
121,408,0,208,35,18,98,211,96,110,114,5,8,2,2,2,0
101,415,0,249,42,15,102,175,93,207,86,9,6,3,2,3,0
103,415,31,185,32,17,105,198,126,147,110,7,15,4,4,2,0
51,408,0,198,34,19,60,221,64,169,134,8,9,5,2,1,0
2,415,0,132,22,12,42,139,88,193,119,9,9,1,2,2,1
111,510,0,197,34,19,117,228,128,214,101,10,9,11,3,0,0
118,415,0,155,26,16,112,184,105,217,102,10,13,5,3,2,0
17,510,31,153,26,16,115,186,59,224,102,10,10,1,3,6,1
130,408,0,211,36,20,119,231,120,221,80,10,6,9,2,2,0
193,415,0,97,16,12,92,143,103,210,115,9,11,5,3,2,1
114,510,0,172,29,23,145,276,101,194,100,9,10,9,3,1,0
137,415,0,141,24,13,91,147,100,255,75,11,8,7,2,2,0
185,408,29,151,26,21,121,245,88,154,91,7,14,2,4,2,0
101,408,0,210,36,19,107,229,96,172,85,8,8,2,2,3,0
95,415,32,247,42,11,109,126,91,227,90,10,11,4,3,3,0
7,408,30,221,38,14,114,166,116,247,105,11,11,12,3,1,0
126,408,0,321,55,14,99,168,93,194,106,9,8,4,2,1,1
71,415,0,244,41,5,124,60,90,189,129,9,11,2,3,0,0
124,415,0,252,43,18,85,214,98,186,71,8,11,6,3,3,0
97,510,0,237,40,13,107,158,105,241,120,11,7,2,2,0,1
28,415,0,160,27,18,79,217,131,207,116,9,9,3,3,2,0
90,415,0,148,25,19,96,220,111,134,97,6,9,1,2,4,1
190,408,0,151,26,23,86,269,129,180,73,8,15,1,4,1,0
31,415,28,211,36,21,101,251,86,242,125,11,12,2,3,1,0
52,415,24,171,29,17,71,201,80,159,124,7,4,5,1,2,0
73,510,0,255,43,8,80,90,79,153,60,7,11,8,3,0,0
111,415,0,284,48,13,89,157,113,243,91,11,8,8,2,0,1
98,415,0,0,0,14,0,160,130,167,88,8,7,1,2,4,1
106,408,0,134,23,16,45,188,107,182,89,8,11,2,3,1,1
111,408,0,225,38,16,117,192,127,230,97,10,10,3,3,0,0
59,408,0,152,26,18,98,210,92,267,86,12,12,5,3,1,0
71,510,22,141,24,14,107,163,105,220,99,10,6,3,2,2,0
55,408,0,286,49,20,124,231,106,231,140,10,15,7,4,0,1
13,415,0,58,10,22,121,262,64,159,115,7,12,5,3,1,0
136,415,16,90,15,17,105,201,109,227,115,10,13,4,4,0,0
123,408,0,114,19,18,91,217,123,251,102,11,11,3,3,0,0
105,408,0,148,25,19,103,223,78,164,102,7,13,3,3,2,0
50,408,31,303,51,20,93,241,119,194,103,9,14,14,4,3,0
118,415,0,136,23,17,120,204,103,228,90,10,11,4,3,1,0
97,408,0,170,29,14,84,166,86,192,83,9,13,6,3,3,0
51,510,0,227,39,17,89,194,106,243,126,11,15,2,4,0,0
73,415,0,218,37,19,91,221,97,277,89,12,10,6,3,1,1
35,415,0,124,21,11,102,124,115,136,100,6,13,8,4,2,0
64,415,0,206,35,20,76,232,76,252,96,11,14,2,4,1,0
63,510,0,133,23,6,122,67,62,160,121,7,10,2,3,3,0
117,415,31,105,18,20,115,238,125,263,104,12,8,6,2,3,0
115,415,0,245,42,21,97,251,75,270,124,12,14,8,4,1,1
162,408,0,185,31,19,118,224,95,181,82,8,12,3,3,1,0
89,415,0,90,15,15,66,179,104,225,116,10,12,1,3,3,0
94,415,0,236,40,17,131,195,107,171,93,8,9,4,2,1,0
129,408,0,186,32,22,127,262,96,99,63,4,12,6,3,4,0
86,415,0,224,38,13,75,156,109,150,143,7,7,9,2,1,0
96,510,0,180,31,14,125,162,139,265,133,12,7,2,2,1,0
190,415,0,169,29,22,102,254,113,197,93,9,9,5,2,1,0
80,408,0,118,20,12,90,144,77,225,86,10,8,6,2,1,0
108,415,0,112,19,16,105,194,110,209,93,9,4,4,1,4,1
97,408,32,168,29,19,129,226,97,192,95,9,9,7,2,0,0
84,415,42,214,36,16,112,188,107,334,117,15,11,10,3,0,0
65,415,0,246,42,21,139,242,113,285,117,13,4,5,1,4,1
131,415,34,157,27,6,134,71,95,262,120,12,13,10,4,1,0
58,415,43,143,24,23,96,272,100,193,105,9,9,4,2,1,0
36,415,0,202,34,20,115,231,115,202,127,9,10,2,3,3,0
54,415,0,117,20,10,119,123,123,218,101,10,12,2,3,1,0
45,510,0,156,26,22,110,260,103,192,98,9,11,1,3,1,0
125,415,39,236,40,25,107,289,110,175,107,8,9,4,2,2,0
72,415,21,138,23,22,113,260,83,135,118,6,8,2,2,2,0
141,408,0,52,9,14,108,162,83,224,115,10,10,3,3,3,0
113,510,0,81,14,19,116,221,124,236,113,11,9,3,2,0,0
20,415,35,172,29,13,98,153,127,166,125,7,7,3,2,0,0
212,415,0,126,21,12,96,144,80,303,102,14,8,3,2,1,0
99,415,0,197,34,13,127,156,92,204,99,9,10,6,3,4,0
94,510,0,194,33,19,62,227,54,190,115,9,15,4,4,1,0
40,510,0,116,20,11,105,128,113,108,91,5,9,6,3,1,0
86,510,29,157,27,17,118,196,136,227,109,10,8,5,2,3,0
101,415,0,270,46,18,85,208,86,214,107,10,5,15,1,3,1
170,415,0,246,42,19,107,228,124,166,95,7,9,8,2,0,0
105,510,0,227,39,23,121,269,89,143,82,6,13,4,4,1,0
103,415,0,190,32,10,110,116,83,191,103,9,12,4,3,0,0
140,415,27,189,32,14,124,161,102,198,100,9,12,5,3,4,0
101,510,0,0,0,16,0,192,119,169,95,8,7,4,2,1,0
98,408,19,111,19,19,87,228,97,244,84,11,11,4,3,1,0
104,408,0,168,28,19,116,219,112,216,94,10,12,2,3,4,0
115,415,0,132,22,17,90,198,75,176,114,8,0,0,0,3,0
112,408,0,168,29,21,88,248,81,155,108,7,12,4,3,0,0
70,415,0,213,36,17,86,205,77,257,101,12,6,4,2,1,0
126,510,0,175,30,8,120,98,71,202,93,9,11,1,3,0,0
87,510,39,83,14,19,113,224,63,164,88,7,10,1,3,3,0
125,510,0,143,24,7,80,88,94,233,135,10,9,7,2,4,1
86,415,0,126,21,23,139,270,93,236,110,11,9,8,2,1,0
73,415,31,82,14,22,105,256,91,230,98,10,12,2,3,6,1
232,408,0,166,28,17,104,196,115,118,77,5,12,3,3,1,0
1,415,30,183,31,20,95,233,110,248,110,11,8,2,2,0,0
133,408,0,162,28,18,91,212,94,260,78,12,12,5,3,1,0
103,510,0,167,28,16,84,192,91,168,115,8,8,6,2,1,0
131,415,24,136,23,20,60,233,78,211,121,9,9,4,3,1,0
95,408,20,166,28,18,78,216,94,243,91,11,10,6,3,0,0
182,415,0,176,30,15,90,175,106,235,134,11,10,4,3,1,0
99,510,0,142,24,17,89,205,95,203,114,9,9,1,2,0,0
27,510,0,178,30,25,121,297,92,193,106,9,8,3,2,3,0
141,408,0,83,14,16,74,191,104,151,79,7,11,7,3,1,0
29,415,37,235,40,16,101,183,79,140,106,6,6,7,2,2,0
65,415,0,106,18,12,95,142,100,181,105,8,7,12,2,2,0
81,415,0,149,25,15,68,172,98,215,97,10,18,3,5,3,1
37,415,20,265,45,18,81,217,110,211,102,9,10,7,3,0,0
107,510,31,160,27,19,45,222,70,262,109,12,6,1,2,1,0
127,415,28,96,16,14,117,160,131,153,132,7,10,3,3,1,0
78,408,0,141,24,17,77,195,114,253,107,11,12,5,3,0,0
55,510,0,120,20,20,148,232,96,222,113,10,5,2,1,2,0
86,415,30,100,17,22,84,264,125,255,90,11,10,7,3,2,0
176,415,0,251,43,15,108,171,100,149,85,7,10,6,3,2,0
96,415,0,201,34,25,117,290,120,98,95,4,11,5,3,2,0
11,510,38,210,36,17,130,197,84,233,79,10,7,7,2,1,0
48,415,34,198,34,23,70,274,121,218,71,10,8,4,2,1,0
127,510,0,240,41,11,107,129,121,250,110,11,11,5,3,1,0
63,415,0,165,28,13,75,148,118,253,97,11,11,2,3,0,0
79,510,0,221,38,16,107,192,97,161,74,7,12,2,3,1,0
47,408,37,113,19,21,150,244,97,179,112,8,13,6,4,2,0
89,415,19,113,19,22,114,262,132,124,116,6,11,2,3,0,1
83,510,26,226,38,20,117,235,97,134,82,6,11,7,3,1,0
126,415,34,245,42,19,118,220,105,211,136,9,10,6,3,4,0
60,510,0,203,35,20,99,236,131,225,112,10,15,6,4,2,0
122,415,0,137,23,21,115,243,137,189,110,9,9,4,2,0,0
136,408,0,153,26,18,97,209,85,119,99,5,5,10,1,1,0
172,408,47,275,47,16,102,187,118,245,123,11,9,2,2,1,0
102,510,0,196,33,18,116,209,87,201,73,9,8,3,2,1,1
113,415,0,204,35,16,82,189,115,139,97,6,9,7,2,1,0
79,415,0,222,38,12,99,146,82,276,82,12,9,4,2,3,0
55,510,8,223,38,15,104,172,94,378,114,17,10,2,3,1,0
111,415,28,129,22,13,104,157,52,147,76,7,10,2,3,2,0
160,415,0,174,30,15,105,171,107,221,131,10,8,2,2,0,0
110,415,0,243,41,14,110,162,140,184,86,8,8,3,2,4,0
192,415,0,222,38,24,101,285,50,167,83,8,13,6,3,4,0
93,408,0,114,19,19,100,221,103,126,88,6,11,9,3,0,0
101,415,33,220,37,16,137,187,94,185,113,8,10,2,3,2,0
77,510,0,145,25,13,136,151,115,252,73,11,12,3,3,2,0
105,415,40,237,40,10,111,117,110,221,115,10,8,3,2,2,0
133,408,44,174,30,18,80,209,113,224,87,10,14,7,4,2,1
131,408,0,110,19,28,95,332,48,259,108,12,7,7,2,1,0
106,510,33,82,14,20,120,236,85,151,113,7,10,4,3,1,0
118,415,0,133,23,10,113,121,92,255,129,11,6,4,2,1,0
125,408,0,137,23,18,94,210,83,238,114,11,9,4,2,1,0
95,415,0,197,33,16,88,190,68,212,104,10,16,8,4,0,0
80,415,0,198,34,13,160,157,87,182,76,8,9,3,3,3,0
145,408,0,40,7,22,78,264,106,186,90,8,10,6,3,0,0
37,408,0,200,34,18,107,208,110,84,123,4,8,4,2,2,0
87,415,0,157,27,18,93,216,68,223,77,10,8,6,2,1,0
69,415,0,183,31,20,85,238,100,228,94,10,9,5,2,3,0
83,510,0,132,23,10,120,122,101,198,84,9,9,2,2,1,0
195,415,0,63,11,19,108,220,88,184,99,8,5,3,1,0,0
67,415,35,181,31,18,59,216,116,216,106,10,17,4,5,0,1
75,510,27,118,20,18,102,207,127,194,114,9,4,7,1,3,0
123,415,27,219,37,14,79,163,78,174,116,8,15,1,4,0,0
41,415,41,207,35,12,95,137,120,116,74,5,6,3,2,1,0
75,415,0,151,26,26,99,302,83,159,104,7,8,5,2,0,0
76,415,0,273,46,22,66,264,121,165,84,7,12,7,3,1,1
86,415,0,266,45,15,120,182,92,207,103,9,10,4,3,1,0
140,408,0,113,19,13,89,157,65,250,85,11,16,6,4,0,0
70,415,0,105,18,7,112,82,104,169,110,8,16,7,4,3,0
121,510,35,194,33,17,62,198,97,219,95,10,6,4,2,0,0
112,415,0,169,29,25,102,298,117,195,110,9,10,5,3,1,0
118,415,0,253,43,17,122,201,78,195,108,9,10,7,3,2,0
66,415,16,175,30,20,92,232,105,305,98,14,9,2,2,1,0
78,408,0,87,15,16,102,194,64,206,120,9,11,5,3,0,0
129,415,34,205,35,11,79,133,113,190,117,9,15,9,4,2,0
6,408,0,227,39,13,93,152,122,164,98,7,9,4,3,3,0
107,510,0,234,40,14,91,163,105,283,100,13,10,3,3,1,0
107,415,0,133,23,16,106,183,89,241,123,11,13,2,3,3,1
138,415,0,134,23,14,87,166,110,194,139,9,15,3,4,1,0
103,510,0,160,27,12,104,139,70,313,97,14,10,2,3,0,0
116,415,44,231,39,19,94,224,103,244,76,11,11,2,3,0,0
189,408,0,227,39,15,84,176,81,206,120,9,6,4,2,2,0
161,415,0,73,12,23,120,267,120,223,91,10,12,2,3,2,0
1,415,0,196,33,25,107,297,82,212,91,10,7,2,2,1,0
89,408,0,197,34,14,110,166,115,227,106,10,13,3,3,1,0
64,408,0,220,37,26,126,303,100,155,65,7,10,5,3,1,0
126,415,30,153,26,13,90,151,97,154,97,7,13,4,3,4,1
129,415,0,216,37,16,85,187,114,211,109,9,5,10,1,2,0
128,510,32,223,38,22,136,262,80,191,101,9,11,4,3,0,0
81,415,36,116,20,20,120,237,95,255,90,11,12,6,3,3,0
114,510,0,190,32,13,101,148,80,173,121,8,11,5,3,1,0
50,408,0,155,26,25,102,298,108,210,95,9,11,3,3,0,0
86,415,0,136,23,17,104,203,110,231,86,10,12,1,3,3,0
96,408,0,171,29,24,86,278,88,163,117,7,12,6,3,1,0
72,510,0,272,46,9,88,108,125,186,81,8,13,2,3,0,0
64,510,40,210,36,20,116,233,89,169,94,8,6,4,2,8,0
57,415,17,237,40,14,94,163,94,237,117,11,12,3,3,2,0
65,510,0,154,26,19,117,220,122,281,147,13,9,3,2,2,0
163,408,0,223,38,19,120,227,98,188,125,8,9,5,2,1,0
136,415,0,252,43,14,74,168,81,248,110,11,11,3,3,2,0
116,408,0,198,34,14,84,168,113,240,145,11,12,6,3,1,0
93,408,0,152,26,23,74,275,88,252,120,11,7,5,2,3,0
142,510,40,237,40,15,105,176,93,210,110,9,9,3,2,3,0
92,408,0,266,45,15,82,181,75,211,113,10,9,2,2,1,0
70,415,0,197,34,26,91,306,81,171,105,8,7,6,2,1,0
22,408,14,199,34,19,100,222,103,66,91,3,4,1,1,1,0
37,415,0,234,40,18,114,208,109,213,101,10,12,2,3,2,0
51,415,0,183,31,14,99,160,107,312,121,14,7,3,2,1,0
174,408,0,139,24,12,96,143,108,225,107,10,10,5,3,2,0
68,415,0,214,36,22,112,261,100,234,97,11,8,3,2,1,1
130,415,0,207,35,17,70,200,115,194,100,9,12,2,3,1,0
104,415,0,140,24,17,78,203,119,204,102,9,11,5,3,2,0
134,408,0,177,30,19,91,229,105,194,113,9,9,3,2,2,0
108,415,35,170,29,15,136,174,101,215,105,10,10,7,3,2,0
103,415,0,174,30,21,83,244,65,222,66,10,10,2,3,3,0
62,510,0,160,27,15,100,172,99,263,109,12,6,4,2,1,0
162,415,0,115,20,17,89,197,111,212,98,10,11,3,3,2,0
93,510,19,137,23,15,113,180,105,71,95,3,13,3,3,2,0
42,415,0,92,16,18,108,211,120,129,73,6,13,6,4,1,0
155,415,23,244,41,11,112,133,106,214,123,10,13,11,4,2,0
36,510,0,117,20,20,94,235,117,221,108,10,9,2,2,0,0
143,415,0,223,38,14,99,167,128,203,84,9,5,4,1,0,1
197,510,0,155,26,15,111,172,102,227,86,10,11,2,3,3,0
81,510,0,261,44,18,141,216,102,272,96,12,8,6,2,1,1
138,510,0,47,8,16,104,186,114,168,95,8,10,4,3,4,1
103,415,18,150,25,15,84,171,84,172,112,8,12,7,3,0,1
127,510,0,242,41,19,102,226,80,252,96,11,14,5,4,2,1
136,510,0,259,44,15,99,173,125,294,78,13,11,6,3,1,1
99,415,0,222,38,16,102,186,89,238,81,11,12,8,3,2,0
95,415,0,69,12,16,79,191,109,220,102,10,9,5,2,0,0
118,408,21,157,27,18,122,209,125,159,81,7,11,3,3,4,1
113,415,0,61,10,8,111,92,88,197,114,9,14,3,4,5,1
128,408,0,245,42,9,112,102,101,152,116,7,11,5,3,0,0
117,408,0,102,17,11,100,135,104,200,93,9,16,10,4,3,0
48,415,36,231,39,14,92,168,121,270,87,12,8,4,2,3,0
81,510,0,227,39,18,105,212,120,258,113,12,12,3,3,0,0
57,510,0,193,33,13,68,158,86,236,105,11,13,6,3,1,0
140,408,0,163,28,18,98,206,109,142,66,6,8,2,2,1,0
107,510,38,219,37,15,92,181,73,104,91,5,11,1,3,2,0
56,415,0,137,23,14,111,166,119,182,72,8,14,4,4,1,0
159,415,0,88,15,24,103,278,97,171,93,8,11,10,3,1,0
102,415,0,271,46,15,80,172,133,169,105,8,10,5,3,1,0
107,408,0,103,18,16,94,189,125,227,125,10,14,3,4,1,0
106,408,0,52,9,19,106,220,113,112,95,5,11,2,3,2,0
225,415,0,165,28,23,106,274,109,210,93,9,9,3,2,0,1
75,408,0,148,25,16,110,192,97,135,68,6,16,3,4,2,0
86,415,0,218,37,18,93,215,95,229,70,10,11,7,3,0,0
169,415,0,236,40,12,79,137,85,221,97,10,13,10,4,1,0
122,510,22,205,35,12,92,140,121,205,103,9,9,5,2,2,0
106,408,0,178,30,21,143,247,123,260,105,12,10,2,3,0,0
52,415,32,130,22,21,68,247,77,289,87,13,14,5,4,2,0
79,415,34,104,18,20,100,236,78,257,102,12,15,4,4,2,0
135,415,0,240,41,15,91,177,104,217,118,10,6,3,2,2,0
70,408,0,148,25,23,110,267,90,152,101,7,9,4,2,0,0
80,408,0,149,25,18,106,211,65,204,86,9,10,2,3,2,0
37,415,0,191,32,11,69,129,113,208,117,9,13,1,3,0,0
161,415,39,219,37,10,76,113,94,205,121,9,7,4,2,1,0
137,510,0,98,17,17,95,196,82,289,78,13,0,0,0,1,0
123,415,0,129,22,10,126,118,94,198,132,9,11,5,3,0,0
80,415,38,237,40,17,69,198,68,210,102,9,10,10,3,2,0
94,415,0,86,15,19,113,227,91,280,110,13,16,16,4,0,0
105,415,27,141,24,14,96,168,94,274,101,12,11,2,3,1,0
73,415,31,194,33,15,104,176,84,230,110,10,12,3,3,0,0
112,415,0,168,28,13,100,155,90,281,107,13,17,3,5,2,0
179,408,0,235,40,14,134,164,94,191,72,9,6,4,2,1,0
57,510,0,154,26,17,78,197,85,254,97,11,10,9,3,1,0
127,415,14,143,24,14,99,170,91,222,77,10,12,1,3,1,0
122,415,40,216,37,21,80,250,90,186,99,8,13,4,3,1,0
33,510,35,162,28,13,85,151,82,191,131,9,9,2,2,1,0
94,408,0,119,20,17,90,205,57,172,100,8,10,6,3,3,0
100,408,0,179,30,17,123,197,132,187,116,8,10,10,3,1,0
106,415,0,148,25,18,97,209,99,162,80,7,9,5,2,2,0
148,415,38,209,36,10,110,117,73,110,105,5,17,4,4,2,0
120,415,29,244,42,27,140,322,89,167,83,8,11,6,3,0,0
91,415,34,175,30,22,96,262,122,144,76,6,6,11,2,1,0
86,510,0,151,26,10,92,120,95,271,96,12,9,2,2,1,0
78,415,25,197,34,25,73,296,113,212,73,10,13,2,4,0,0
94,510,0,164,28,12,136,144,111,253,82,11,13,5,3,1,0
85,415,0,237,40,17,93,198,113,309,78,14,11,7,3,2,1
89,415,0,82,14,14,77,167,80,195,70,9,7,4,2,1,0
128,415,0,216,37,13,111,154,115,227,74,10,13,4,3,1,0
115,415,0,180,31,17,119,199,126,217,70,10,12,3,3,1,0
76,415,0,144,24,15,55,173,108,239,95,11,6,6,2,1,0
75,415,39,198,34,24,107,280,132,130,73,6,11,7,3,1,0
90,415,29,186,32,19,106,220,113,152,120,7,11,5,3,2,0
30,408,0,138,23,14,108,162,80,188,126,8,6,10,2,3,0
105,415,0,274,47,24,119,279,103,255,90,11,11,7,3,1,1
102,415,31,125,21,12,92,141,108,168,68,8,6,2,2,3,0
83,415,0,179,30,14,102,168,84,179,65,8,9,4,2,3,0
63,510,49,215,37,17,86,198,89,171,139,8,8,5,2,0,0
155,408,0,163,28,17,93,204,102,159,109,7,15,4,4,2,0
82,415,29,164,28,11,77,135,112,79,95,4,9,2,2,2,0
87,510,0,190,32,17,113,205,100,222,93,10,13,3,4,1,0
115,415,26,155,26,20,110,231,133,262,100,12,5,4,1,0,0
99,510,0,242,41,30,102,351,102,163,93,7,11,3,3,0,1
121,415,44,254,43,15,127,180,108,196,129,9,9,4,2,3,0
54,510,33,112,19,18,90,208,112,150,83,7,11,4,3,2,0
105,408,0,116,20,23,73,267,83,114,90,5,13,5,4,3,0
73,415,0,137,23,18,102,211,114,191,120,9,11,4,3,1,0
95,415,0,198,34,20,113,236,144,326,99,15,10,3,3,0,0
21,415,19,133,23,17,94,205,101,155,78,7,13,7,3,3,0
163,408,25,220,37,18,99,210,99,243,88,11,14,8,4,2,0
57,415,0,170,29,20,96,235,112,285,83,13,11,4,3,0,0
104,408,0,160,27,25,73,294,103,307,90,14,13,5,3,4,0
83,415,20,95,16,14,89,168,92,201,79,9,11,2,3,0,0
141,415,0,160,27,22,87,257,120,270,107,12,7,1,2,2,0
95,415,0,195,33,20,114,233,106,173,92,8,4,2,1,3,0
184,415,0,236,40,24,73,287,120,192,94,9,14,4,4,1,1
74,408,0,157,27,18,95,213,36,280,77,13,8,3,2,2,0
67,415,0,180,31,15,125,173,86,273,97,12,11,4,3,0,0
104,415,0,148,25,14,108,162,113,259,103,12,11,4,3,0,0
71,415,39,183,31,18,103,209,111,172,109,8,12,6,3,1,0
149,415,0,119,20,14,88,168,110,205,119,9,12,6,3,4,1
154,408,35,224,38,16,102,192,99,163,100,7,10,2,3,0,0
138,510,21,20,3,12,149,141,109,180,111,8,8,1,2,0,0
117,415,0,185,31,21,83,249,101,133,113,6,10,8,3,1,0
130,408,0,176,30,17,140,201,104,162,123,7,11,5,3,1,0
